TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
31.63,6.9,1783452747734,1783452745801
31.67,13.9,1783452747768,1783452745842
31.70,7.9,1783452747801,1783452745869
31.74,16.9,1783452747835,1783452745912
31.77,9.9,1783452747868,1783452745938
31.79,4.9,1783452747902,1783452745967
31.84,12.9,1783452747936,1783452746009
31.86,6.9,1783452747970,1783452746037
31.91,14.9,1783452748003,1783452746078
31.93,7.9,1783452748037,1783452746105
31.97,15.9,1783452748071,1783452746147
32.00,10.9,1783452748104,1783452746175
32.03,5.9,1783452748137,1783452746203
32.07,12.9,1783452748171,1783452746244
32.10,6.9,1783452748205,1783452746272
32.14,14.9,1783452748238,1783452746313
